Date,open,high,low,close,adj_close,volume
2021-11-02,2995.580078125,3034.300048828125,2995.580078125,3013.489990234375,3013.489990234375,525400
2021-11-03,3020.360107421875,3020.8701171875,2969.010009765625,2975.7099609375,2975.7099609375,658300
